Country,League,Season,Stadium,Team,Capacity,Total,Average,Games
USA,NWSL,2018,Audi Field,Washington Spirit,"20,000.00","7,976.00","7,976.00",1
USA,NWSL,2017,Jordan Field,Boston Breakers (-2017),"5,000.00","34,754.00","2,896.00",12
USA,NWSL,2017,SeatGeek Stadium,Chicago Red Stars,"20,000.00","38,379.00","3,198.00",12
USA,NWSL,2017,Swope Soccer Village Main Field,FC Kansas City (-2017),"4,000.00","21,456.00","1,788.00",12
USA,NWSL,2017,Shell Energy Stadium,Houston Dash,"22,039.00","50,775.00","5,078.00",10
USA,NWSL,2017,H-E-B Park,Houston Dash,"9,735.00","2,905.00","2,905.00",1
USA,NWSL,2017,Toyota Stadium,Houston Dash,"20,500.00","1,258.00","1,258.00",1
USA,NWSL,2017,Yurcak Field,NJ/NY Gotham FC,"5,000.00","31,355.00","2,613.00",12
USA,NWSL,2017,Sahlen’s Stadium at WakeMed Soccer Park,North Carolina Courage,"10,000.00","52,672.00","4,389.00",12
USA,NWSL,2017,Inter&Co Stadium,Orlando Pride,"25,500.00","74,233.00","6,186.00",12
USA,NWSL,2017,Providence Park,Portland Thorns FC,"25,218.00","211,830.00","17,653.00",12
USA,NWSL,2017,Moda Pitch Memorial Stadium,Seattle Reign FC,"17,000.00","48,449.00","4,037.00",12
USA,NWSL,2017,Maryland SoccerPlex,Washington Spirit,"4,000.00","41,891.00","3,491.00",12
USA,NWSL,2016,Jordan Field,Boston Breakers (-2017),"5,000.00","36,138.00","3,614.00",10
USA,NWSL,2016,SeatGeek Stadium,Chicago Red Stars,"20,000.00","30,692.00","3,069.00",10
USA,NWSL,2016,Children’s Mercy Park,FC Kansas City (-2017),"21,000.00","8,022.00","8,022.00",1
USA,NWSL,2016,Swope Soccer Village Main Field,FC Kansas City (-2017),"4,000.00","28,130.00","3,126.00",9
USA,NWSL,2016,Shell Energy Stadium,Houston Dash,"22,039.00","56,963.00","5,696.00",10
USA,NWSL,2016,Yurcak Field,NJ/NY Gotham FC,"5,000.00","23,699.00","2,370.00",10
USA,NWSL,2016,Camping World Stadium,Orlando Pride,"60,219.00","83,375.00","8,338.00",10
USA,NWSL,2016,Providence Park,Portland Thorns FC,"25,218.00","169,449.00","16,945.00",10
USA,NWSL,2016,Moda Pitch Memorial Stadium,Seattle Reign FC,"17,000.00","45,989.00","4,599.00",10
USA,NWSL,2016,Maryland SoccerPlex,Washington Spirit,"4,000.00","37,817.00","3,782.00",10
USA,NWSL,2016,Sahlen Stadium,Western New York Flash (-2018),"15,404.00","38,683.00","3,868.00",10
USA,NWSL,2015,Harvard Stadium,Boston Breakers (-2017),"30,323.00","10,082.00","2,521.00",4
USA,NWSL,2015,Jordan Field,Boston Breakers (-2017),"5,000.00","18,546.00","3,091.00",6
USA,NWSL,2015,Benedictine Sports Complex,Chicago Red Stars,"3,891.00","44,638.00","4,464.00",10
USA,NWSL,2015,Stanley H. Durwood Stadium,FC Kansas City (-2017),"3,200.00","29,435.00","2,944.00",10
USA,NWSL,2015,Shell Energy Stadium,Houston Dash,"22,039.00","64,126.00","6,413.00",10
USA,NWSL,2015,Yurcak Field,NJ/NY Gotham FC,"5,000.00","25,665.00","2,567.00",10
USA,NWSL,2015,Providence Park,Portland Thorns FC,"25,218.00","156,386.00","15,639.00",10
USA,NWSL,2015,Moda Pitch Memorial Stadium,Seattle Reign FC,"17,000.00","40,325.00","4,033.00",10
USA,NWSL,2015,Maryland SoccerPlex,Washington Spirit,"4,000.00","38,149.00","3,815.00",10
USA,NWSL,2015,Sahlen Stadium,Western New York Flash (-2018),"15,404.00","31,228.00","3,123.00",10
USA,NWSL,2014,Harvard Stadium,Boston Breakers (-2017),"30,323.00","14,348.00","1,794.00",8
USA,NWSL,2014,Dilboy Stadium,Boston Breakers (-2017),"30,323.00",0.00,0.00,3
USA,NWSL,2014,Jordan Field,Boston Breakers (-2017),"5,000.00","4,191.00","4,191.00",1
USA,NWSL,2014,Benedictine Sports Complex,Chicago Red Stars,"3,891.00","24,081.00","2,189.00",11
USA,NWSL,2014,SeatGeek Stadium,Chicago Red Stars,"20,000.00","2,111.00","2,111.00",1
USA,NWSL,2014,Stanley H. Durwood Stadium,FC Kansas City (-2017),"3,200.00","11,570.00",964.00,12
USA,NWSL,2014,Shell Energy Stadium,Houston Dash,"22,039.00","22,369.00","1,864.00",12
USA,NWSL,2014,Yurcak Field,NJ/NY Gotham FC,"5,000.00","11,603.00",967.00,12
USA,NWSL,2014,Providence Park,Portland Thorns FC,"25,218.00","133,830.00","11,153.00",12
USA,NWSL,2014,Moda Pitch Memorial Stadium,Seattle Reign FC,"17,000.00","27,116.00","2,260.00",12
USA,NWSL,2014,Maryland SoccerPlex,Washington Spirit,"4,000.00","28,635.00","2,386.00",12
USA,NWSL,2014,Sahlen Stadium,Western New York Flash (-2018),"15,404.00","18,263.00","1,522.00",12
USA,NWSL,2013,Dilboy Stadium,Boston Breakers (-2017),"30,323.00","27,697.00","2,518.00",11
USA,NWSL,2013,Benedictine Sports Complex,Chicago Red Stars,"3,891.00","13,128.00","1,193.00",11
USA,NWSL,2013,Verizon Wireless Field,FC Kansas City (-2017),"6,150.00","30,738.00","3,074.00",10
USA,NWSL,2013,Shawnee Mission District Stadium,FC Kansas City (-2017),"6,150.00","6,784.00","6,784.00",1
USA,NWSL,2013,Yurcak Field,NJ/NY Gotham FC,"5,000.00","5,166.00",470.00,11
USA,NWSL,2013,Providence Park,Portland Thorns FC,"25,218.00","109,415.00","9,947.00",11
USA,NWSL,2013,Starfire Sports Stadium,Seattle Reign FC,?,"21,370.00","1,943.00",11
USA,NWSL,2013,Maryland SoccerPlex,Washington Spirit,"4,000.00","25,877.00","2,352.00",11
USA,NWSL,2013,Sahlen Stadium,Western New York Flash (-2018),"15,404.00","21,289.00","1,935.00",11
Australia & New Zeland,World Cup,2023,Accor Stadium,,"83,500.00","378,920.00","75,784.00",5
Australia & New Zeland,World Cup,2023,Suncorp Stadium,,"52,500.00","355,115.00","44,389.00",8
Australia & New Zeland,World Cup,2023,Eden Park,,"50,000.00","342,422.00","38,047.00",9
Australia & New Zeland,World Cup,2023,Allianz Stadium,,"42,500.00","225,037.00","37,506.00",6
Australia & New Zeland,World Cup,2023,AAMI Park,,"30,050.00","159,422.00","26,570.00",6
Australia & New Zeland,World Cup,2023,Sky Stadium,,"34,500.00","231,082.00","25,676.00",9
Australia & New Zeland,World Cup,2023,HBF Park,,"20,500.00","85,280.00","17,056.00",5
Australia & New Zeland,World Cup,2023,Cooper's Stadium,,"16,500.00","65,757.00","13,151.00",5
Australia & New Zeland,World Cup,2023,Forsyth Barr Stadium,,"30,748.00","75,690.00","12,615.00",6
Australia & New Zeland,World Cup,2023,FMG Stadium Waikato,,"25,800.00","59,549.00","11,910.00",5
France,World Cup,2019,Groupama Stadium,,"59,286.00","159,864.00","53,288.00",3
France,World Cup,2019,Parc des Princes,,"48,583.00","247,799.00","35,400.00",7
France,World Cup,2019,Stade du Hainaut,,"25,172.00","122,981.00","20,497.00",6
France,World Cup,2019,Roazhon Park,,"29,778.00","132,570.00","18,939.00",7
France,World Cup,2019,Stade Océane,,"25,178.00","122,300.00","17,471.00",7
France,World Cup,2019,Allianz Riviera,,"35,624.00","104,278.00","17,380.00",6
France,World Cup,2019,Stade des Alpes,,"20,068.00","79,166.00","15,833.00",5
France,World Cup,2019,Stade Auguste-Delaune,,"21,684.00","93,609.00","15,602.00",6
France,World Cup,2019,Stade de la Mosson,,"32,939.00","68,745.00","13,749.00",5
Canda,World Cup,2015,Rose Bowl Stadium,,"92,542.00","104,517.00","52,259.00",2
Canda,World Cup,2015,Winnipeg Stadium,,?,"194,632.00","27,805.00",7
Canda,World Cup,2015,BC Place Stadium,,"54,500.00","218,090.00","27,261.00",8
Canda,World Cup,2015,Commonwealth Stadium,,?,"274,032.00","24,912.00",11
Canda,World Cup,2015,TD Place Stadium,,"24,000.00","21,562.00","21,562.00",1
Canda,World Cup,2015,Olympic Stadium,,?,"163,393.00","20,424.00",8
Canda,World Cup,2015,Lansdowne Stadium,,"24,000.00","106,567.00","13,321.00",8
Canda,World Cup,2015,Moncton Stadium,,?,"41,882.00","5,983.00",7
Germany,World Cup,2011,Berlin Olympic Stadium,,"74,244.00","73,680.00","73,680.00",1
Germany,World Cup,2011,FIFA Women's World Cup Stadium Frankfurt,,"49,240.00","178,927.00","44,732.00",4
Germany,World Cup,2011,Stadium in Borussia Park,,"46,297.00","98,621.00","32,874.00",3
Germany,World Cup,2011,Rhein-Neckar Arena,,"25,641.00","96,876.00","24,219.00",4
Germany,World Cup,2011,Arena in Allerpark,,"25,361.00","94,302.00","23,576.00",4
Germany,World Cup,2011,FIFA Women's World Cup Stadium Leverkusen,,"30,210.00","86,871.00","21,718.00",4
Germany,World Cup,2011,Rudolf Harbig Stadium,,"22,933.00","81,567.00","20,392.00",4
Germany,World Cup,2011,FIFA Women's World Cup Stadium Augsburg,,"22,216.00","81,301.00","20,325.00",4
Germany,World Cup,2011,FIFA Women's World Cup Stadium Bochum,,"19,226.00","52,583.00","13,146.00",4
England,UEFA Women's Euro,2022,Wembley Stadium,,"90,000.00","87,192.00","87,192.00",1
England,UEFA Women's Euro,2022,Old Trafford,,"74,140.00","68,871.00","68,871.00",1
England,UEFA Women's Euro,2022,American Express Community Stadium,,"31,800.00","70,508.00","23,503.00",3
England,UEFA Women's Euro,2022,Bramall Lane,,"32,050.00","85,476.00","21,369.00",4
England,UEFA Women's Euro,2022,Stadium MK,,"30,500.00","76,600.00","19,150.00",4
England,UEFA Women's Euro,2022,St Mary's Stadium,,"32,384.00","49,199.00","16,400.00",3
England,UEFA Women's Euro,2022,Brentford Community Stadium,,"17,250.00","63,875.00","15,969.00",4
England,UEFA Women's Euro,2022,AESSEAL New York Stadium,,"12,021.00","33,870.00","8,468.00",4
England,UEFA Women's Euro,2022,Leigh Sports Village,,"12,000.00","27,503.00","6,876.00",4
England,UEFA Women's Euro,2022,Joy Stadium,,"7,000.00","11,807.00","3,936.00",3
Netherlands,UEFA Women's Euro,2017,De Grolsch Veste,,"30,014.00","55,275.00","27,638.00",2
Netherlands,UEFA Women's Euro,2017,Galgenwaard Stadium,,"24,000.00","32,577.00","10,859.00",3
Netherlands,UEFA Women's Euro,2017,Advice Verlegh,,"19,000.00","37,291.00","7,458.00",5
Netherlands,UEFA Women's Euro,2017,De Vijverberg,,"12,600.00","30,198.00","6,040.00",5
Netherlands,UEFA Women's Euro,2017,De Adelaarshorst,,"10,000.00","16,887.00","5,629.00",3
Netherlands,UEFA Women's Euro,2017,Het Kasteel,,"11,500.00","21,412.00","5,353.00",4
Netherlands,UEFA Women's Euro,2017,Koning Willem II Stadium,,"14,500.00","26,633.00","5,327.00",5
Netherlands,UEFA Women's Euro,2017,De Adelaarshorst,,"6,750.00","4,787.00","2,394.00",2
Netherlands,UEFA Women's Euro,2017,Chesterfield FC Stadium,,?,6.00,6.00,1
Netherlands,UEFA Women's Euro,2017,Tynecastle,,?,3.00,3.00,1
Sweden,UEFA Women's Euro,2013,Friends Arena,,"50,000.00","41,301.00","41,301.00",1
Sweden,UEFA Women's Euro,2013,Gamla Ullevi,,"18,800.00","57,530.00","14,383.00",4
Sweden,UEFA Women's Euro,2013,Guldfågeln Arena,,"11,800.00","28,904.00","7,226.00",4
Sweden,UEFA Women's Euro,2013,Visma Arena,,"12,000.00","26,152.00","6,538.00",4
Sweden,UEFA Women's Euro,2013,Arena Linkoping,,"7,300.00","23,599.00","5,900.00",4
Sweden,UEFA Women's Euro,2013,Örjans vall,,"7,500.00","19,957.00","4,989.00",4
Sweden,UEFA Women's Euro,2013,Östgötaporten,,"16,000.00","19,465.00","4,866.00",4
Finland,UEFA Women's Euro,2009,Olympic Stadium,,"40,682.00","64,789.00","12,958.00",5
Finland,UEFA Women's Euro,2009,Veritas Stadium,,"8,072.00","26,604.00","5,321.00",5
Finland,UEFA Women's Euro,2009,Ratinan stadium,,"16,800.00","26,923.00","4,487.00",6
Finland,UEFA Women's Euro,2009,Lahti Stadium,,"14,465.00","7,927.00","1,982.00",4
Finland,UEFA Women's Euro,2009,Bolt Arena,,"10,770.00","7,136.00","1,784.00",4
Finland,UEFA Women's Euro,2009,Sonera Stadium,,"10,000.00","1,708.00","1,708.00",1
