Country,League,Season,Stadium,Team,Capacity,Total,Average,Games
Continental,UWCL,2016-2017,Walter Niederkofler Stadion Pachern,,?,"1,835.00","1,835.00",1
Continental,UWCL,2016-2017,Nord Energi Arena,,"7,500.00","4,299.00","1,433.00",3
Continental,UWCL,2016-2017,Sinobo Stadium,,"21,000.00","2,425.00","1,213.00",2
Continental,UWCL,2016-2017,Centro Sportivo Mario Rigamonti,,"16,308.00","2,307.00","1,154.00",2
Continental,UWCL,2016-2017,Voithplatz,,"8,000.00",950.00,950.00,1
Continental,UWCL,2016-2017,BIIK Stadium,,"3,000.00","1,850.00",925.00,2
Continental,UWCL,2016-2017,TJ Lokomotiva,,?,876.00,876.00,1
Continental,UWCL,2016-2017,Petershill Park,,"1,000.00",728.00,728.00,1
Continental,UWCL,2016-2017,Stadion Miejski im. Złotej Jedenastki Kazimierza G,,"15,000.00",686.00,686.00,1
Continental,UWCL,2016-2017,Stadion Otoka,,"5,000.00",570.00,570.00,1
Continental,UWCL,2016-2017,Rodina Stadion,,"5,083.00",800.00,400.00,2
Continental,UWCL,2016-2017,Makario Athletic Centre,,"16,000.00",235.00,235.00,1
Continental,UWCL,2016-2017,Kópavogsvöllur,,"5,500.00",232.00,232.00,1
Continental,UWCL,2015-2016,MAPEI Stadium – Città del Tricolore,,"21,584.00","15,000.00","15,000.00",1
Continental,UWCL,2015-2016,Groupama Stadium,,"59,286.00","11,732.00","11,732.00",1
Continental,UWCL,2015-2016,De Grolsch Veste,,"30,014.00","22,149.00","11,075.00",2
Continental,UWCL,2015-2016,Stade de Gerland,,"41,842.00","32,407.00","10,802.00",3
Continental,UWCL,2015-2016,Mini Estadi,,"15,276.00","12,703.00","4,234.00",3
Continental,UWCL,2015-2016,Behrn Arena,,"14,500.00","8,223.00","4,112.00",2
Continental,UWCL,2015-2016,Stade Charléty,,"20,000.00","14,215.00","3,554.00",4
Continental,UWCL,2015-2016,Letzigrund,,"26,500.00","3,271.00","3,271.00",1
Continental,UWCL,2015-2016,Zvezda,,"17,000.00","6,000.00","3,000.00",2
Continental,UWCL,2015-2016,Stadio Marcantonio Bentegodi,,"39,211.00","5,500.00","2,750.00",2
Continental,UWCL,2015-2016,Centro Sportivo Mario Rigamonti,,"16,308.00","7,732.00","2,577.00",3
Continental,UWCL,2015-2016,Stadion am Brentanobad,,"5,650.00","9,840.00","2,460.00",4
Continental,UWCL,2015-2016,Sinobo Stadium,,"21,000.00","6,385.00","2,128.00",3
Continental,UWCL,2015-2016,Miniestadio Cerro del Espino,,"3,865.00","4,049.00","2,025.00",2
Continental,UWCL,2015-2016,Stade Standard de Liège,,500.00,"2,007.00","2,007.00",1
Continental,UWCL,2015-2016,BIIK Stadium,,"3,000.00","2,000.00","2,000.00",1
Continental,UWCL,2015-2016,AOK Stadion,,"5,200.00","6,975.00","1,744.00",4
Continental,UWCL,2015-2016,Malmö IP,,"7,600.00","4,963.00","1,654.00",3
Continental,UWCL,2015-2016,Tarpeda-Stadion,,"5,200.00","1,500.00","1,500.00",1
Continental,UWCL,2015-2016,Kleczew Stadium,,?,"1,480.00","1,480.00",1
Continental,UWCL,2015-2016,Wheatsheaf Park,,"3,000.00","2,710.00","1,355.00",2
Continental,UWCL,2015-2016,Nord Energi Arena,,"7,500.00","2,618.00","1,309.00",2
Continental,UWCL,2015-2016,LSK-Hallen,,"1,500.00","2,535.00","1,268.00",2
Continental,UWCL,2015-2016,Myyrmäki Stadion,,"4,700.00","1,215.00","1,215.00",1
Continental,UWCL,2015-2016,Brøndby Stadion,,"28,000.00","1,206.00","1,206.00",1
Continental,UWCL,2015-2016,Gradski,,"13,000.00","1,200.00","1,200.00",1
Continental,UWCL,2015-2016,Petershill Park,,"1,000.00","1,199.00","1,199.00",1
Continental,UWCL,2015-2016,Städtisches Stadion an der Grünwalder Straße,,"12,500.00","1,020.00","1,020.00",1
Continental,UWCL,2015-2016,Voithplatz,,"8,000.00","1,000.00","1,000.00",1
Continental,UWCL,2015-2016,Stadionul Dr. Constantin Rădulescu,,"23,500.00",883.00,883.00,1
Continental,UWCL,2015-2016,Toumba Stadium,,"28,703.00",490.00,490.00,1
Continental,UWCL,2015-2016,Halton Stadium,,"13,350.00",387.00,387.00,1
Continental,UWCL,2015-2016,Samsungvöllurinn,,"1,800.00",347.00,347.00,1
Continental,UWCL,2015-2016,Rodina Stadion,,"5,083.00",250.00,250.00,1
Continental,UWCL,2014-2015,Friedrich-Ludwig-Jahn-Sportpark,,"18,000.00","17,000.00","17,000.00",1
Continental,UWCL,2014-2015,Stade de Gerland,,"41,842.00","12,758.00","6,379.00",2
Continental,UWCL,2014-2015,Stade Charléty,,"20,000.00","24,787.00","6,197.00",4
Continental,UWCL,2014-2015,Centro Sportivo Mario Rigamonti,,"16,308.00","5,012.00","5,012.00",1
Continental,UWCL,2014-2015,Sinobo Stadium,,"21,000.00","4,224.00","4,224.00",1
Continental,UWCL,2014-2015,Central Sports Complex,,"20,000.00","3,400.00","3,400.00",1
Continental,UWCL,2014-2015,De Grolsch Veste,,"30,014.00","3,100.00","3,100.00",1
Continental,UWCL,2014-2015,Kleczew Stadium,,?,"3,000.00","3,000.00",1
Continental,UWCL,2014-2015,Letzigrund,,"26,500.00","5,770.00","2,885.00",2
Continental,UWCL,2014-2015,Malmö IP,,"7,600.00","8,617.00","2,872.00",3
Continental,UWCL,2014-2015,Stadion am Brentanobad,,"5,650.00","9,280.00","2,320.00",4
Continental,UWCL,2014-2015,Zvezda,,"17,000.00","4,500.00","2,250.00",2
Continental,UWCL,2014-2015,AOK Stadion,,"5,200.00","7,857.00","1,964.00",4
Continental,UWCL,2014-2015,Brøndby Stadion,,"28,000.00","7,062.00","1,766.00",4
Continental,UWCL,2014-2015,Stoke Gifford Stadium,,"1,500.00","3,273.00","1,637.00",2
Continental,UWCL,2014-2015,Ashton Gate Stadium,,"21,497.00","1,474.00","1,474.00",1
Continental,UWCL,2014-2015,Richmond Park,,?,"1,248.00","1,248.00",1
Continental,UWCL,2014-2015,Gradski vrt,,"19,220.00","1,200.00","1,200.00",1
Continental,UWCL,2014-2015,Sportni Park,,"4,000.00","1,200.00","1,200.00",1
Continental,UWCL,2014-2015,Petershill Park,,"1,000.00","3,251.00","1,084.00",3
Continental,UWCL,2014-2015,TJ Lokomotiva,,?,"1,015.00","1,015.00",1
Continental,UWCL,2014-2015,Savivaldybė Stadium,,?,"2,000.00","1,000.00",2
Continental,UWCL,2014-2015,Nadderud-Stadion,,"7,000.00",956.00,956.00,1
Continental,UWCL,2014-2015,Mini Estadi,,"15,276.00","1,864.00",932.00,2
Continental,UWCL,2014-2015,Municipal Stadium,,"4,600.00",900.00,900.00,1
Continental,UWCL,2014-2015,Folkungavallen,,"8,000.00","2,642.00",881.00,3
Continental,UWCL,2014-2015,Wienerwaldstadion Neulengbach,,"1,600.00","1,750.00",875.00,2
Continental,UWCL,2014-2015,Nord Energi Arena,,"7,500.00","1,663.00",832.00,2
Continental,UWCL,2014-2015,BIIK Stadium,,"3,000.00",800.00,800.00,1
Continental,UWCL,2014-2015,Makario Athletic Centre,,"16,000.00",700.00,700.00,1
Continental,UWCL,2014-2015,Skelmersdale & Ormskirk College Stadium,,"3,000.00",627.00,627.00,1
Continental,UWCL,2014-2015,Samsungvöllurinn,,"1,800.00",562.00,562.00,1
Continental,UWCL,2014-2015,Hidegkuti Nándor Stadium,,"12,700.00",400.00,400.00,1
Continental,UWCL,2014-2015,Stadio Vanni Sanna,,"9,800.00",370.00,185.00,2
Continental,UWCL,2013-2014,Estádio do Restelo,,"19,856.00","11,217.00","11,217.00",1
Continental,UWCL,2013-2014,Stade de Gerland,,"41,842.00","16,701.00","8,351.00",2
Continental,UWCL,2013-2014,Brøndby Stadion,,"28,000.00","5,653.00","5,653.00",1
Continental,UWCL,2013-2014,Letzigrund,,"26,500.00","10,957.00","5,479.00",2
Continental,UWCL,2013-2014,AOK Stadion,,"5,200.00","20,710.00","5,178.00",4
Continental,UWCL,2013-2014,Alsancak,,"15,358.00","8,532.00","4,266.00",2
Continental,UWCL,2013-2014,Karl-Liebknecht-Stadion,,"10,787.00","13,600.00","3,400.00",4
Continental,UWCL,2013-2014,De Grolsch Veste,,"30,014.00","2,963.00","2,963.00",1
Continental,UWCL,2013-2014,Stade Standard de Liège,,500.00,"2,293.00","2,293.00",1
Continental,UWCL,2013-2014,Tyresövallen,,"3,500.00","9,132.00","2,283.00",4
Continental,UWCL,2013-2014,Generali Arena,,"20,854.00","1,843.00","1,843.00",1
Continental,UWCL,2013-2014,Stadion OSiR,,"10,000.00","1,800.00","1,800.00",1
Continental,UWCL,2013-2014,Municipal State Enterprise “Shakhter” Stadium,,?,"1,500.00","1,500.00",1
Continental,UWCL,2013-2014,The DCS Stadium,,?,"5,629.00","1,407.00",4
Continental,UWCL,2013-2014,Nord Energi Arena,,"7,500.00","2,398.00","1,199.00",2
Continental,UWCL,2013-2014,A. Le Coq Arena,,"10,210.00","1,178.00","1,178.00",1
Continental,UWCL,2013-2014,Voithplatz,,"8,000.00","1,150.00","1,150.00",1
Continental,UWCL,2013-2014,Petershill Park,,"1,000.00","2,229.00","1,115.00",2
Continental,UWCL,2013-2014,Wienerwaldstadion Neulengbach,,"1,600.00","2,925.00",975.00,3
Continental,UWCL,2013-2014,Mini Estadi,,"15,276.00","2,789.00",930.00,3
Continental,UWCL,2013-2014,Myyrmäki Stadion,,"4,700.00",920.00,920.00,1
Continental,UWCL,2013-2014,LSK-Hallen,,"1,500.00",917.00,917.00,1
Continental,UWCL,2013-2014,Hidegkuti Nándor Stadium,,"12,700.00",851.00,851.00,1
Continental,UWCL,2013-2014,Makario Athletic Centre,,"16,000.00",800.00,800.00,1
Continental,UWCL,2013-2014,Gradski,,"13,000.00",800.00,800.00,1
Continental,UWCL,2013-2014,Meadow Park,,"4,502.00","2,236.00",745.00,3
Continental,UWCL,2013-2014,Malmö IP,,"7,600.00","1,333.00",667.00,2
Continental,UWCL,2013-2014,Stadio Comunale di Tavagnacco,,"1,000.00",660.00,660.00,1
Continental,UWCL,2013-2014,Stade Charléty,,"20,000.00",591.00,591.00,1
Continental,UWCL,2013-2014,Stadio Vanni Sanna,,"9,800.00","1,182.00",394.00,3
Continental,UWCL,2013-2014,Rodina Stadion,,"5,083.00",664.00,332.00,2
Continental,UWCL,2013-2014,Rodina Stadium,,"5,083.00",630.00,315.00,2
Continental,UWCL,2013-2014,VÍS völlurinn,,"2,984.00",307.00,307.00,1
Germany,Bundesliga,2023-2024,Franz Kremer Stadium,1. FC Cologne,5.46,19.73,2.19,9
Germany,Bundesliga,2023-2024,RheinEnergieSTADION,1. FC Cologne,50.00,30.12,30.12,1
Germany,Bundesliga,2023-2024,Max Morlock Stadium,1. FC Nuremberg,50.00,18.19,2.02,9
Germany,Bundesliga,2023-2024,Ulrich Haberland Stadium,Bayer 04 Leverkusen,3.20,10.01,1.00,10
Germany,Bundesliga,2023-2024,Stadium at the Brentanobad,Eintracht Frankfurt,5.65,21.31,2.37,9
Germany,Bundesliga,2023-2024,Deutsche Bank Park,Eintracht Frankfurt,51.50,13.50,13.50,1
Germany,Bundesliga,2023-2024,FC Bayern Campus,FC Bayern Munich,2.50,19.60,2.18,9
Germany,Bundesliga,2023-2024,Allianz Arena,FC Bayern Munich,75.02,19.00,19.00,1
Germany,Bundesliga,2023-2024,Schauinsland Travel Arena,MSV Duisburg,31.50,8.05,805.00,10
Germany,Bundesliga,2023-2024,"RB training center (Cottaweg),",RasenBallsport Leipzig grass field,1.00,10.54,1.17,9
Germany,Bundesliga,2023-2024,Red Bull Arena,RasenBallsport Leipzig,41.12,10.27,10.27,1
Germany,Bundesliga,2023-2024,Dreisamstadion,SC Freiburg,24.00,32.74,3.64,9
Germany,Bundesliga,2023-2024,Stadium Stadium on Hafenstrasse,SGS Essen,20.00,21.23,2.12,10
Germany,Bundesliga,2023-2024,11th place,SV Werder Bremen,5.50,10.90,1.36,8th
Germany,Bundesliga,2023-2024,Weser Stadium,SV Werder Bremen,42.10,21.51,21.51,1
Germany,Bundesliga,2023-2024,Dietmar Hopp Stadium,TSG 1899 Hoffenheim,6.35,10.14,1.01,10
Germany,Bundesliga,2023-2024,AOK Stadium,VfL Wolfsburg,5.20,24.82,3.10,8th
Germany,Bundesliga,2023-2024,Volkswagen Arena,VfL Wolfsburg,30.00,33.30,16.65,2
Germany,Bundesliga,2022-2023,Franz-Kremer-Stadion,1. FC Köln,"5,457.00","20,071.00","2,230.00",9
Germany,Bundesliga,2022-2023,RheinEnergieSTADION,1. FC Köln,"50,000.00","38,365.00","38,365.00",1
Germany,Bundesliga,2022-2023,Südstadion,1. FC Köln,"11,748.00",870.00,870.00,1
Germany,Bundesliga,2022-2023,Karl-Liebknecht-Stadion,1. FFC Turbine Potsdam,"10,787.00","13,756.00","1,251.00",11
Germany,Bundesliga,2022-2023,Ulrich-Haberland-Stadion,Bayer 04 Leverkusen,"3,200.00","9,099.00",827.00,11
Germany,Bundesliga,2022-2023,Stadion am Brentanobad,Eintracht Frankfurt,"5,650.00","23,093.00","2,566.00",9
Germany,Bundesliga,2022-2023,Deutsche Bank Park,Eintracht Frankfurt,"51,500.00","41,000.00","20,500.00",2
Germany,Bundesliga,2022-2023,FC Bayern Campus,FC Bayern München,"2,500.00","23,706.00","2,155.00",11
Germany,Bundesliga,2022-2023,Schauinsland-Reisen-Arena,MSV Duisburg,"31,500.00","10,117.00",920.00,11
Germany,Bundesliga,2022-2023,Dreisamstadion,SC Freiburg,"24,000.00","25,864.00","2,351.00",11
Germany,Bundesliga,2022-2023,Stadion Stadion an der Hafenstraße,SGS Essen,"20,000.00","21,623.00","1,966.00",11
Germany,Bundesliga,2022-2023,Hänsch-Arena,SV Meppen,"16,500.00","17,033.00","1,548.00",11
Germany,Bundesliga,2022-2023,Platz 11,SV Werder Bremen,"5,500.00","12,876.00","1,288.00",10
Germany,Bundesliga,2022-2023,Weserstadion,SV Werder Bremen,"42,100.00","20,417.00","20,417.00",1
Germany,Bundesliga,2022-2023,Dietmar-Hopp-Stadion,TSG 1899 Hoffenheim,"6,350.00","10,774.00","1,077.00",10
Germany,Bundesliga,2022-2023,Prezero Arena,TSG 1899 Hoffenheim,"30,150.00","7,109.00","7,109.00",1
Germany,Bundesliga,2022-2023,AOK Stadion,VfL Wolfsburg,"5,200.00","27,942.00","3,105.00",9
Germany,Bundesliga,2022-2023,Volkswagen Arena,VfL Wolfsburg,"30,000.00","35,314.00","17,657.00",2
Germany,Bundesliga,2021-2022,Franz-Kremer-Stadion,1. FC Köln,"5,457.00","10,564.00",960.00,11
Germany,Bundesliga,2021-2022,Karl-Liebknecht-Stadion,1. FFC Turbine Potsdam,"10,787.00","13,222.00","1,202.00",11
Germany,Bundesliga,2021-2022,Jugendfußball-Zentrum Kurtekotten,Bayer 04 Leverkusen,?,464.00,232.00,2
Germany,Bundesliga,2021-2022,Ulrich-Haberland-Stadion,Bayer 04 Leverkusen,"3,200.00","3,201.00",356.00,9
Germany,Bundesliga,2021-2022,Stadion am Brentanobad,Eintracht Frankfurt,"5,650.00","17,380.00","1,580.00",11
Germany,Bundesliga,2021-2022,FC Bayern Campus,FC Bayern München,"2,500.00","9,101.00",827.00,11
Germany,Bundesliga,2021-2022,Ernst-Abbe-Sportfeld,FC Carl Zeiss Jena,"10,445.00","3,015.00",274.00,11
Germany,Bundesliga,2021-2022,Möslestadion,SC Freiburg,"5,400.00","2,269.00",567.00,4
Germany,Bundesliga,2021-2022,Dreisamstadion,SC Freiburg,"24,000.00","6,074.00",868.00,7
Germany,Bundesliga,2021-2022,Adams Arena,SC Sand,"2,300.00","5,938.00",660.00,9
Germany,Bundesliga,2021-2022,Sportplatz Sand,SC Sand,?,"2,345.00","1,173.00",2
Germany,Bundesliga,2021-2022,Stadion Stadion an der Hafenstraße,SGS Essen,"20,000.00","8,276.00",828.00,10
Germany,Bundesliga,2021-2022,Sportpark Am Hallo,SGS Essen,"3,800.00",912.00,912.00,1
Germany,Bundesliga,2021-2022,Platz 11,SV Werder Bremen,"5,500.00","4,017.00",365.00,11
Germany,Bundesliga,2021-2022,Dietmar-Hopp-Stadion,TSG 1899 Hoffenheim,"6,350.00","6,884.00",626.00,11
Germany,Bundesliga,2021-2022,AOK Stadion,VfL Wolfsburg,"5,200.00","13,409.00","1,219.00",11
Germany,Bundesliga,2020-2021,Karl-Liebknecht-Stadion,1. FFC Turbine Potsdam,"10,787.00","2,376.00",216.00,11
Germany,Bundesliga,2020-2021,Jugendfußball-Zentrum Kurtekotten,Bayer 04 Leverkusen,?,96.00,14.00,7
Germany,Bundesliga,2020-2021,Ulrich-Haberland-Stadion,Bayer 04 Leverkusen,"3,200.00",95.00,24.00,4
Germany,Bundesliga,2020-2021,Deutsche Bank Park,Eintracht Frankfurt,"51,500.00",250.00,125.00,2
Germany,Bundesliga,2020-2021,Stadion am Brentanobad,Eintracht Frankfurt,"5,650.00",610.00,68.00,9
Germany,Bundesliga,2020-2021,FC Bayern Campus,FC Bayern München,"2,500.00",250.00,23.00,11
Germany,Bundesliga,2020-2021,PCC-Stadion,MSV Duisburg,"3,000.00",0.00,0.00,8
Germany,Bundesliga,2020-2021,Schauinsland-Reisen-Arena,MSV Duisburg,"31,500.00",379.00,126.00,3
Germany,Bundesliga,2020-2021,Möslestadion,SC Freiburg,"5,400.00",750.00,68.00,11
Germany,Bundesliga,2020-2021,Sportplatz Sand,SC Sand,?,250.00,250.00,1
Germany,Bundesliga,2020-2021,Adams Arena,SC Sand,"2,300.00",910.00,91.00,10
Germany,Bundesliga,2020-2021,Stadion Stadion an der Hafenstraße,SGS Essen,"20,000.00","1,180.00",107.00,11
Germany,Bundesliga,2020-2021,Hänsch-Arena,SV Meppen,"16,500.00","1,236.00",112.00,11
Germany,Bundesliga,2020-2021,Platz 11,SV Werder Bremen,"5,500.00",0.00,0.00,11
Germany,Bundesliga,2020-2021,Dietmar-Hopp-Stadion,TSG 1899 Hoffenheim,"6,350.00",885.00,80.00,11
Germany,Bundesliga,2020-2021,AOK Stadion,VfL Wolfsburg,"5,200.00","2,365.00",215.00,11
Germany,Bundesliga,2019-2020,Franz-Kremer-Stadion,1. FC Köln,"5,457.00","3,024.00",378.00,8
Germany,Bundesliga,2019-2020,Südstadion,1. FC Köln,"11,748.00","1,239.00",413.00,3
Germany,Bundesliga,2019-2020,Stadion am Brentanobad,1. FFC Frankfurt (-2020),"5,650.00","11,290.00","1,026.00",11
Germany,Bundesliga,2019-2020,Karl-Liebknecht-Stadion,1. FFC Turbine Potsdam,"10,787.00","10,408.00",946.00,11
Germany,Bundesliga,2019-2020,Ulrich-Haberland-Stadion,Bayer 04 Leverkusen,"3,200.00","2,101.00",525.00,4
Germany,Bundesliga,2019-2020,Jugendfußball-Zentrum Kurtekotten,Bayer 04 Leverkusen,?,"1,378.00",197.00,7
Germany,Bundesliga,2019-2020,FC Bayern Campus,FC Bayern München,"2,500.00","5,243.00",477.00,11
Germany,Bundesliga,2019-2020,Ernst-Abbe-Sportfeld,FF USV Jena (-2020),"10,445.00","3,510.00",351.00,10
Germany,Bundesliga,2019-2020,PCC-Stadion,MSV Duisburg,"3,000.00","3,736.00",374.00,10
Germany,Bundesliga,2019-2020,MSV-Arena,MSV Duisburg,?,0.00,0.00,1
Germany,Bundesliga,2019-2020,Möslestadion,SC Freiburg,"5,400.00","9,834.00",820.00,12
Germany,Bundesliga,2019-2020,Adams Arena,SC Sand,"2,300.00","7,084.00",644.00,11
Germany,Bundesliga,2019-2020,Stadion Stadion an der Hafenstraße,SGS Essen,"20,000.00","7,917.00",720.00,11
Germany,Bundesliga,2019-2020,Dietmar-Hopp-Stadion,TSG 1899 Hoffenheim,"6,350.00","5,990.00",545.00,11
Germany,Bundesliga,2019-2020,AOK Stadion,VfL Wolfsburg,"5,200.00","13,545.00","1,231.00",11
Germany,Bundesliga,2018-2019,Stadion am Brentanobad,1. FFC Frankfurt (-2020),"5,650.00","13,700.00","1,245.00",11
Germany,Bundesliga,2018-2019,Karl-Liebknecht-Stadion,1. FFC Turbine Potsdam,"10,787.00","15,396.00","1,400.00",11
Germany,Bundesliga,2018-2019,Kurt-Rieß-Anlage,Bayer 04 Leverkusen,"2,000.00","1,076.00",538.00,2
Germany,Bundesliga,2018-2019,Jugendfußball-Zentrum Kurtekotten,Bayer 04 Leverkusen,?,"3,105.00",345.00,9
Germany,Bundesliga,2018-2019,Am Haus Lütz,Borussia Mönchengladbach,?,"2,526.00",230.00,11
Germany,Bundesliga,2018-2019,Städtisches Stadion an der Grünwalder Straße,FC Bayern München,"12,500.00","6,271.00",627.00,10
Germany,Bundesliga,2018-2019,FC Bayern Campus,FC Bayern München,"2,500.00","1,065.00","1,065.00",1
Germany,Bundesliga,2018-2019,PCC-Stadion,MSV Duisburg,"3,000.00","5,392.00",490.00,11
Germany,Bundesliga,2018-2019,Möslestadion,SC Freiburg,"5,400.00","11,470.00","1,043.00",11
Germany,Bundesliga,2018-2019,Adams Arena,SC Sand,"2,300.00","7,168.00",652.00,11
Germany,Bundesliga,2018-2019,Stadion Stadion an der Hafenstraße,SGS Essen,"20,000.00","11,408.00","1,037.00",11
Germany,Bundesliga,2018-2019,Platz 11,SV Werder Bremen,"5,500.00","3,735.00",340.00,11
Germany,Bundesliga,2018-2019,Ensinger-Stadion,TSG 1899 Hoffenheim,"2,000.00","3,250.00",542.00,6
Germany,Bundesliga,2018-2019,Dietmar-Hopp-Stadion,TSG 1899 Hoffenheim,"6,350.00","4,140.00",828.00,5
Germany,Bundesliga,2018-2019,AOK Stadion,VfL Wolfsburg,"5,200.00","20,199.00","1,836.00",11
Germany,Bundesliga,2017-2018,Franz-Kremer-Stadion,1. FC Köln,"5,457.00","3,736.00",340.00,11
Germany,Bundesliga,2017-2018,Stadion am Brentanobad,1. FFC Frankfurt (-2020),"5,650.00","14,200.00","1,291.00",11
Germany,Bundesliga,2017-2018,Karl-Liebknecht-Stadion,1. FFC Turbine Potsdam,"10,787.00","15,559.00","1,414.00",11
Germany,Bundesliga,2017-2018,Städtisches Stadion an der Grünwalder Straße,FC Bayern München,"12,500.00","7,590.00",690.00,11
Germany,Bundesliga,2017-2018,Ernst-Abbe-Sportfeld,FF USV Jena (-2020),"10,445.00","3,951.00",359.00,11
Germany,Bundesliga,2017-2018,PCC-Stadion,MSV Duisburg,"3,000.00","5,757.00",523.00,11
Germany,Bundesliga,2017-2018,Möslestadion,SC Freiburg,"5,400.00","11,223.00","1,020.00",11
Germany,Bundesliga,2017-2018,Adams Arena,SC Sand,"2,300.00","7,128.00",648.00,11
Germany,Bundesliga,2017-2018,Stadion Stadion an der Hafenstraße,SGS Essen,"20,000.00","12,047.00","1,095.00",11
Germany,Bundesliga,2017-2018,Platz 11,SV Werder Bremen,"5,500.00","3,937.00",358.00,11
Germany,Bundesliga,2017-2018,Ensinger-Stadion,TSG 1899 Hoffenheim,"2,000.00","8,180.00",744.00,11
Germany,Bundesliga,2017-2018,AOK Stadion,VfL Wolfsburg,"5,200.00","18,584.00","1,689.00",11
Germany,Bundesliga,2016-2017,Stadion am Brentanobad,1. FFC Frankfurt (-2020),"5,650.00","15,560.00","1,415.00",11
Germany,Bundesliga,2016-2017,Karl-Liebknecht-Stadion,1. FFC Turbine Potsdam,"10,787.00","21,399.00","1,945.00",11
Germany,Bundesliga,2016-2017,Kurt-Rieß-Anlage,Bayer 04 Leverkusen,"2,000.00","4,271.00",388.00,11
Germany,Bundesliga,2016-2017,Am Haus Lütz,Borussia Mönchengladbach,?,"2,748.00",250.00,11
Germany,Bundesliga,2016-2017,Städtisches Stadion an der Grünwalder Straße,FC Bayern München,"12,500.00","8,312.00",756.00,11
Germany,Bundesliga,2016-2017,Ernst-Abbe-Sportfeld,FF USV Jena (-2020),"10,445.00","5,748.00",523.00,11
Germany,Bundesliga,2016-2017,PCC-Stadion,MSV Duisburg,"3,000.00","7,357.00",669.00,11
Germany,Bundesliga,2016-2017,Möslestadion,SC Freiburg,"5,400.00","8,708.00",792.00,11
Germany,Bundesliga,2016-2017,Adams Arena,SC Sand,"2,300.00","8,316.00",756.00,11
Germany,Bundesliga,2016-2017,Stadion Stadion an der Hafenstraße,SGS Essen,"20,000.00","13,858.00","1,260.00",11
Germany,Bundesliga,2016-2017,Ensinger-Stadion,TSG 1899 Hoffenheim,"2,000.00","9,680.00",880.00,11
Germany,Bundesliga,2016-2017,AOK Stadion,VfL Wolfsburg,"5,200.00","18,940.00","1,722.00",11
Germany,Bundesliga,2015-2016,Franz-Kremer-Stadion,1. FC Köln,"5,457.00","5,191.00",472.00,11
Germany,Bundesliga,2015-2016,Stadion am Brentanobad,1. FFC Frankfurt (-2020),"5,650.00","21,400.00","1,945.00",11
Germany,Bundesliga,2015-2016,Karl-Liebknecht-Stadion,1. FFC Turbine Potsdam,"10,787.00","20,392.00","1,854.00",11
Germany,Bundesliga,2015-2016,Kurt-Rieß-Anlage,Bayer 04 Leverkusen,"2,000.00","7,136.00",649.00,11
Germany,Bundesliga,2015-2016,Städtisches Stadion an der Grünwalder Straße,FC Bayern München,"12,500.00","15,120.00","1,375.00",11
Germany,Bundesliga,2015-2016,Ernst-Abbe-Sportfeld,FF USV Jena (-2020),"10,445.00","6,387.00",581.00,11
Germany,Bundesliga,2015-2016,Möslestadion,SC Freiburg,"5,400.00","10,058.00",914.00,11
Germany,Bundesliga,2015-2016,Adams Arena,SC Sand,"2,300.00","9,635.00",876.00,11
Germany,Bundesliga,2015-2016,Stadion Stadion an der Hafenstraße,SGS Essen,"20,000.00","12,471.00","1,134.00",11
Germany,Bundesliga,2015-2016,Platz 11,SV Werder Bremen,"5,500.00","5,844.00",531.00,11
Germany,Bundesliga,2015-2016,Ensinger-Stadion,TSG 1899 Hoffenheim,"2,000.00","10,020.00",911.00,11
Germany,Bundesliga,2015-2016,AOK Stadion,VfL Wolfsburg,"5,200.00","18,378.00","1,671.00",11
Germany,Bundesliga,2014-2015,Stadion am Brentanobad,1. FFC Frankfurt (-2020),"5,650.00","21,980.00","1,998.00",11
Germany,Bundesliga,2014-2015,Karl-Liebknecht-Stadion,1. FFC Turbine Potsdam,"10,787.00","23,490.00","2,135.00",11
Germany,Bundesliga,2014-2015,Kurt-Rieß-Anlage,Bayer 04 Leverkusen,"2,000.00","5,531.00",503.00,11
Germany,Bundesliga,2014-2015,Städtisches Stadion an der Grünwalder Straße,FC Bayern München,"12,500.00","13,494.00","1,227.00",11
Germany,Bundesliga,2014-2015,Ernst-Abbe-Sportfeld,FF USV Jena (-2020),"10,445.00","5,845.00",531.00,11
Germany,Bundesliga,2014-2015,Ludwig-Jahn-Stadion,Herforder SV,"18,400.00","5,538.00",503.00,11
Germany,Bundesliga,2014-2015,PCC-Stadion,MSV Duisburg,"3,000.00","6,140.00",558.00,11
Germany,Bundesliga,2014-2015,Möslestadion,SC Freiburg,"5,400.00","5,783.00",526.00,11
Germany,Bundesliga,2014-2015,Adams Arena,SC Sand,"2,300.00","8,527.00",775.00,11
Germany,Bundesliga,2014-2015,Stadion Stadion an der Hafenstraße,SGS Essen,"20,000.00","11,417.00","1,038.00",11
Germany,Bundesliga,2014-2015,Ensinger-Stadion,TSG 1899 Hoffenheim,"2,000.00","8,458.00",769.00,11
Germany,Bundesliga,2014-2015,AOK Stadion,VfL Wolfsburg,"5,200.00","18,359.00","1,669.00",11
Germany,Bundesliga,2013-2014,Stadion am Brentanobad,1. FFC Frankfurt (-2020),"5,650.00","24,731.00","2,248.00",11
Germany,Bundesliga,2013-2014,Karl-Liebknecht-Stadion,1. FFC Turbine Potsdam,"10,787.00","23,805.00","2,164.00",11
